"Date (UTC)","Timestamp (UTC)","Kamala Harris","Donald Trump","Other"
"04-17-2024 00:00","1713312003","0.835","0.145","0.01"
"05-17-2024 00:00","1715904003","0.825","0.155","0.01"
"06-16-2024 00:00","1718496004","0.765","0.23","0.009"
"07-16-2024 00:00","1721088002","0.555","0.435","0.006"
"08-15-2024 00:00","1723680002","0.845","0.155","0.0025"
"09-14-2024 00:00","1726272002","0.855","0.145","0.0015"
"10-14-2024 00:00","1728864002","0.855","0.145","0.002"
"11-04-2024 06:14","1730700843","0.855","0.15","0.0005"
