"Date (UTC)","Timestamp (UTC)","Kamala Harris","Donald Trump","Other"
"04-17-2024 00:00","1713312003","0.905","0.085","0.009"
"05-17-2024 00:00","1715904003","0.86","0.115","0.009"
"06-16-2024 00:00","1718496004","0.825","0.155","0.012"
"07-16-2024 00:00","1721088002","0.67","0.28","0.005"
"08-15-2024 00:00","1723680002","0.905","0.085","0.0035"
"09-14-2024 00:00","1726272002","0.905","0.095","0.0025"
"10-14-2024 00:00","1728864002","0.905","0.095","0.0015"
"11-04-2024 05:55","1730699702","0.935","0.065","0.003"
