"Date (UTC)","Timestamp (UTC)","Kamala Harris","Donald Trump","Other"
"04-17-2024 00:00","1713312003","0.905","0.075","0.01"
"05-17-2024 00:00","1715904003","0.925","0.065","0.0105"
"06-16-2024 00:00","1718496004","0.925","0.065","0.011"
"07-16-2024 00:00","1721088002","0.935","0.065","0.01"
"08-15-2024 00:00","1723680002","0.971","0.024","0.0095"
"09-14-2024 00:00","1726272002","0.9795","0.017","0.003"
"10-14-2024 00:00","1728864002","0.9895","0.008","0.0015"
"11-04-2024 05:31","1730698262","0.99","0.011","0.002"
