"Date (UTC)","Timestamp (UTC)","Kamala Harris","Donald Trump","Other"
"08-22-2024 23:00","1724367602","0.555","0.445","0.0035"
"08-23-2024 00:00","1724371202","0.555","0.445","0.0035"
"08-23-2024 01:00","1724374801","0.555","0.445","0.0035"
"08-23-2024 02:00","1724378403","0.555","0.445","0.0025"
"08-23-2024 03:00","1724382002","0.555","0.445","0.0025"
"08-23-2024 04:00","1724385602","0.555","0.445","0.0025"
"08-23-2024 05:00","1724389202","0.555","0.445","0.0025"
"08-23-2024 06:00","1724392803","0.555","0.445","0.0025"
"08-23-2024 07:00","1724396402","0.555","0.445","0.003"
"08-23-2024 08:00","1724400003","0.555","0.445","0.003"
"08-23-2024 09:00","1724403602","0.555","0.445","0.003"
"08-23-2024 10:00","1724407202","0.555","0.445","0.003"
"08-23-2024 11:00","1724410802","0.555","0.445","0.003"
"08-23-2024 12:00","1724414403","0.555","0.445","0.003"
"08-23-2024 13:00","1724418002","0.555","0.445","0.003"
"08-23-2024 14:00","1724421602","0.555","0.445","0.003"
"08-23-2024 15:00","1724425202","0.555","0.445","0.003"
"08-23-2024 16:00","1724428802","0.555","0.445","0.003"
"08-23-2024 17:00","1724432401","0.555","0.445","0.003"
"08-23-2024 18:00","1724436002","0.555","0.445","0.003"
"08-23-2024 19:00","1724439602","0.555","0.445","0.003"
"08-23-2024 20:00","1724443202","0.555","0.445","0.003"
"08-23-2024 21:00","1724446801","0.555","0.445","0.003"
"08-23-2024 22:00","1724450401","0.555","0.445","0.003"
"08-23-2024 23:00","1724454001","0.555","0.445","0.003"
"08-24-2024 00:00","1724457602","0.555","0.445","0.003"
"08-24-2024 01:00","1724461202","0.555","0.445","0.0025"
"08-24-2024 02:00","1724464802","0.555","0.445","0.0025"
"08-24-2024 03:00","1724468401","0.56","0.44","0.0025"
"08-24-2024 04:00","1724472002","0.565","0.435","0.0025"
"08-24-2024 05:00","1724475602","0.565","0.435","0.0025"
"08-24-2024 06:00","1724479202","0.565","0.435","0.0025"
"08-24-2024 07:00","1724482802","0.565","0.435","0.0025"
"08-24-2024 08:00","1724486402","0.565","0.435","0.0025"
"08-24-2024 09:00","1724490002","0.565","0.435","0.0025"
"08-24-2024 10:00","1724493602","0.565","0.435","0.0025"
"08-24-2024 11:00","1724497201","0.565","0.435","0.0025"
"08-24-2024 12:00","1724500802","0.565","0.435","0.0025"
"08-24-2024 13:00","1724504401","0.565","0.435","0.0025"
"08-24-2024 14:00","1724508002","0.565","0.435","0.0025"
"08-24-2024 15:00","1724511601","0.565","0.435","0.0025"
"08-24-2024 16:00","1724515202","0.565","0.435","0.0025"
"08-24-2024 17:00","1724518801","0.565","0.435","0.0025"
"08-24-2024 18:00","1724522401","0.565","0.435","0.0025"
"08-24-2024 19:00","1724526002","0.565","0.435","0.0025"
"08-24-2024 20:00","1724529601","0.565","0.435","0.0025"
"08-24-2024 21:00","1724533202","0.565","0.435","0.0025"
"08-24-2024 22:00","1724536801","0.565","0.435","0.0025"
"08-24-2024 23:00","1724540402","0.565","0.435","0.0015"
"08-25-2024 00:00","1724544001","0.565","0.435","0.0015"
"08-25-2024 01:00","1724547602","0.565","0.435","0.0015"
"08-25-2024 02:00","1724551202","0.565","0.435","0.0015"
"08-25-2024 03:00","1724554801","0.565","0.435","0.0015"
"08-25-2024 04:00","1724558401","0.565","0.435","0.0015"
"08-25-2024 05:00","1724562001","0.565","0.435","0.0015"
"08-25-2024 06:00","1724565601","0.565","0.435","0.0015"
"08-25-2024 07:00","1724569201","0.565","0.435","0.0015"
"08-25-2024 08:00","1724572801","0.565","0.435","0.0015"
"08-25-2024 09:00","1724576401","0.565","0.435","0.0015"
"08-25-2024 10:00","1724580002","0.565","0.435","0.0015"
"08-25-2024 11:00","1724583602","0.565","0.435","0.0015"
"08-25-2024 12:00","1724587201","0.565","0.435","0.0015"
"08-25-2024 13:00","1724590801","0.565","0.435","0.0015"
"08-25-2024 14:00","1724594401","0.565","0.435","0.0015"
"08-25-2024 15:00","1724598002","0.565","0.435","0.0015"
"08-25-2024 16:00","1724601602","0.575","0.425","0.0015"
"08-25-2024 17:00","1724605201","0.575","0.425","0.0015"
"08-25-2024 18:00","1724608801","0.575","0.425","0.0015"
"08-25-2024 19:00","1724612402","0.575","0.425","0.0015"
"08-25-2024 20:00","1724616001","0.575","0.425","0.0015"
"08-25-2024 21:00","1724619601","0.575","0.425","0.0015"
"08-25-2024 22:00","1724623202","0.575","0.425","0.0015"
"08-25-2024 23:00","1724626801","0.575","0.425","0.0015"
"08-26-2024 00:00","1724630402","0.575","0.425","0.0015"
"08-26-2024 01:00","1724634001","0.575","0.425","0.0015"
"08-26-2024 02:00","1724637602","0.575","0.425","0.0015"
"08-26-2024 03:00","1724641201","0.575","0.425","0.0015"
"08-26-2024 04:00","1724644801","0.575","0.425","0.0015"
"08-26-2024 05:00","1724648401","0.575","0.425","0.0015"
"08-26-2024 06:00","1724652002","0.575","0.425","0.0015"
"08-26-2024 07:00","1724655602","0.575","0.425","0.0015"
"08-26-2024 08:00","1724659201","0.575","0.425","0.0015"
"08-26-2024 09:00","1724662801","0.575","0.425","0.0015"
"08-26-2024 10:00","1724666401","0.575","0.425","0.0015"
"08-26-2024 11:00","1724670002","0.575","0.425","0.0015"
"08-26-2024 12:00","1724673602","0.575","0.425","0.0015"
"08-26-2024 13:00","1724677202","0.575","0.425","0.0015"
"08-26-2024 14:00","1724680802","0.575","0.425","0.0015"
"08-26-2024 15:00","1724684401","0.575","0.425","0.0015"
"08-26-2024 16:00","1724688002","0.575","0.425","0.0015"
"08-26-2024 17:00","1724691601","0.575","0.425","0.0015"
"08-26-2024 18:00","1724695201","0.575","0.425","0.0015"
"08-26-2024 19:00","1724698801","0.575","0.425","0.0015"
"08-26-2024 20:00","1724702402","0.575","0.425","0.0015"
"08-26-2024 21:00","1724706001","0.575","0.425","0.0015"
"08-26-2024 22:00","1724709601","0.575","0.425","0.0015"
"08-26-2024 23:00","1724713201","0.575","0.425","0.0015"
"08-27-2024 00:00","1724716801","0.575","0.425","0.0015"
"08-27-2024 01:00","1724720401","0.575","0.425","0.0015"
"08-27-2024 02:00","1724724001","0.575","0.425","0.0015"
"08-27-2024 03:00","1724727601","0.575","0.425","0.0015"
"08-27-2024 04:00","1724731202","0.575","0.425","0.0015"
"08-27-2024 05:00","1724734801","0.575","0.425","0.0015"
"08-27-2024 06:00","1724738401","0.575","0.425","0.0015"
"08-27-2024 07:00","1724742001","0.575","0.425","0.0015"
"08-27-2024 08:00","1724745601","0.575","0.425","0.0015"
"08-27-2024 09:00","1724749201","0.575","0.425","0.0015"
"08-27-2024 10:00","1724752802","0.575","0.425","0.0015"
"08-27-2024 11:00","1724756402","0.575","0.425","0.0015"
"08-27-2024 12:00","1724760002","0.575","0.425","0.0015"
"08-27-2024 13:00","1724763602","0.575","0.425","0.0015"
"08-27-2024 14:00","1724767202","0.575","0.425","0.0015"
"08-27-2024 15:00","1724770801","0.575","0.425","0.0015"
"08-27-2024 16:00","1724774402","0.575","0.425","0.0015"
"08-27-2024 17:00","1724778002","0.575","0.425","0.0015"
"08-27-2024 18:00","1724781601","0.575","0.425","0.0015"
"08-27-2024 19:00","1724785202","0.575","0.425","0.0015"
"08-27-2024 20:00","1724788802","0.575","0.425","0.0015"
"08-27-2024 21:00","1724792402","0.575","0.425","0.0015"
"08-27-2024 22:00","1724796002","0.575","0.425","0.0015"
"08-27-2024 23:00","1724799601","0.575","0.425","0.0015"
"08-28-2024 00:00","1724803201","0.575","0.425","0.0015"
"08-28-2024 01:00","1724806802","0.575","0.425","0.0015"
"08-28-2024 02:00","1724810402","0.575","0.425","0.0015"
"08-28-2024 03:00","1724814002","0.575","0.425","0.0015"
"08-28-2024 04:00","1724817602","0.575","0.425","0.0015"
"08-28-2024 05:00","1724821202","0.575","0.425","0.0015"
"08-28-2024 06:00","1724824802","0.575","0.425","0.0015"
"08-28-2024 07:00","1724828402","0.575","0.425","0.0015"
"08-28-2024 08:00","1724832002","0.575","0.425","0.0015"
"08-28-2024 09:00","1724835602","0.575","0.425","0.0015"
"08-28-2024 10:00","1724839202","0.575","0.425","0.0015"
"08-28-2024 11:00","1724842802","0.575","0.425","0.0015"
"08-28-2024 12:00","1724846402","0.575","0.425","0.0015"
"08-28-2024 13:00","1724850001","0.575","0.425","0.0015"
"08-28-2024 14:00","1724853602","0.575","0.425","0.0015"
"08-28-2024 15:00","1724857202","0.575","0.425","0.0015"
"08-28-2024 16:00","1724860802","0.575","0.425","0.0015"
"08-28-2024 17:00","1724864402","0.575","0.425","0.0015"
"08-28-2024 18:00","1724868002","0.575","0.425","0.0015"
"08-28-2024 19:00","1724871602","0.575","0.425","0.0015"
"08-28-2024 20:00","1724875202","0.565","0.435","0.0015"
"08-28-2024 21:00","1724878801","0.565","0.435","0.0015"
"08-28-2024 22:00","1724882402","0.565","0.435","0.0015"
"08-28-2024 23:00","1724886002","0.565","0.435","0.0015"
"08-29-2024 00:00","1724889602","0.565","0.435","0.0015"
"08-29-2024 01:00","1724893202","0.565","0.435","0.0015"
"08-29-2024 02:00","1724896801","0.565","0.435","0.0015"
"08-29-2024 03:00","1724900402","0.565","0.435","0.0015"
"08-29-2024 04:00","1724904002","0.565","0.435","0.0015"
"08-29-2024 05:00","1724907602","0.565","0.435","0.0015"
"08-29-2024 06:00","1724911202","0.565","0.435","0.0015"
"08-29-2024 07:00","1724914802","0.565","0.435","0.0015"
"08-29-2024 08:00","1724918402","0.565","0.435","0.0015"
"08-29-2024 09:00","1724922002","0.565","0.435","0.0015"
"08-29-2024 10:00","1724925602","0.565","0.435","0.0015"
"08-29-2024 11:00","1724929202","0.565","0.435","0.0015"
"08-29-2024 12:00","1724932802","0.565","0.435","0.0015"
"08-29-2024 13:00","1724936402","0.565","0.435","0.0015"
"08-29-2024 14:00","1724940001","0.565","0.435","0.0015"
"08-29-2024 15:00","1724943601","0.565","0.435","0.0015"
"08-29-2024 16:00","1724947202","0.565","0.435","0.0015"
"08-29-2024 17:00","1724950802","0.565","0.435","0.0015"
"08-29-2024 18:00","1724954402","0.565","0.435","0.0015"
"08-29-2024 19:00","1724958002","0.565","0.435","0.0015"
"08-29-2024 20:00","1724961602","0.565","0.435","0.0015"
"08-29-2024 21:00","1724965202","0.565","0.435","0.0015"
"08-29-2024 22:00","1724968802","0.565","0.435","0.0015"
"08-29-2024 23:00","1724972402","0.565","0.435","0.0015"
"08-30-2024 00:00","1724976002","0.565","0.435","0.0015"
"08-30-2024 01:00","1724979602","0.565","0.435","0.0015"
"08-30-2024 02:00","1724983202","0.565","0.435","0.0015"
"08-30-2024 03:00","1724986802","0.565","0.435","0.0015"
"08-30-2024 04:00","1724990402","0.565","0.435","0.0015"
"08-30-2024 05:00","1724994002","0.565","0.435","0.0015"
"08-30-2024 06:00","1724997602","0.565","0.435","0.0015"
"08-30-2024 07:00","1725001202","0.565","0.435","0.0015"
"08-30-2024 08:00","1725004802","0.565","0.435","0.0015"
"08-30-2024 09:00","1725008402","0.565","0.435","0.0015"
"08-30-2024 10:00","1725012002","0.565","0.435","0.0015"
"08-30-2024 11:00","1725015601","0.565","0.435","0.0015"
"08-30-2024 12:00","1725019202","0.565","0.435","0.0015"
"08-30-2024 13:00","1725022802","0.565","0.435","0.0015"
"08-30-2024 14:00","1725026402","0.565","0.435","0.0015"
"08-30-2024 15:00","1725030002","0.565","0.435","0.0015"
"08-30-2024 16:00","1725033602","0.565","0.435","0.0015"
"08-30-2024 17:00","1725037202","0.565","0.435","0.0015"
"08-30-2024 18:00","1725040802","0.565","0.435","0.0015"
"08-30-2024 19:00","1725044402","0.555","0.435","0.0015"
"08-30-2024 20:00","1725048002","0.555","0.435","0.0015"
"08-30-2024 21:00","1725051602","0.555","0.435","0.0015"
"08-30-2024 22:00","1725055202","0.555","0.435","0.0015"
"08-30-2024 23:00","1725058802","0.555","0.435","0.0015"
"08-31-2024 00:00","1725062402","0.555","0.435","0.0015"
"08-31-2024 01:00","1725066002","0.555","0.435","0.0015"
"08-31-2024 02:00","1725069602","0.555","0.435","0.0015"
"08-31-2024 03:00","1725073202","0.555","0.435","0.0015"
"08-31-2024 04:00","1725076802","0.555","0.435","0.0015"
"08-31-2024 05:00","1725080402","0.555","0.435","0.0015"
"08-31-2024 06:00","1725084002","0.555","0.435","0.0015"
"08-31-2024 07:00","1725087602","0.555","0.435","0.0015"
"08-31-2024 08:00","1725091201","0.555","0.435","0.0015"
"08-31-2024 09:00","1725094802","0.555","0.435","0.002"
"08-31-2024 10:00","1725098402","0.555","0.435","0.0015"
"08-31-2024 11:00","1725102001","0.555","0.435","0.0015"
"08-31-2024 12:00","1725105602","0.555","0.435","0.0015"
"08-31-2024 13:00","1725109202","0.555","0.435","0.0015"
"08-31-2024 14:00","1725112802","0.555","0.435","0.0015"
"08-31-2024 15:00","1725116402","0.555","0.435","0.0015"
"08-31-2024 16:00","1725120002","0.555","0.435","0.0015"
"08-31-2024 17:00","1725123601","0.555","0.435","0.0015"
"08-31-2024 18:00","1725127202","0.555","0.435","0.0015"
"08-31-2024 19:00","1725130802","0.555","0.435","0.0015"
"08-31-2024 20:00","1725134402","0.555","0.435","0.0015"
"08-31-2024 21:00","1725138001","0.555","0.435","0.0015"
"08-31-2024 22:00","1725141602","0.555","0.435","0.0015"
"08-31-2024 23:00","1725145201","0.555","0.435","0.0015"
"09-01-2024 00:00","1725148802","0.555","0.435","0.0015"
"09-01-2024 01:00","1725152402","0.555","0.435","0.0015"
"09-01-2024 02:00","1725156001","0.555","0.435","0.0015"
"09-01-2024 03:00","1725159601","0.555","0.435","0.0015"
"09-01-2024 04:00","1725163201","0.555","0.435","0.0015"
"09-01-2024 05:00","1725166802","0.555","0.435","0.0015"
"09-01-2024 06:00","1725170402","0.555","0.435","0.0015"
"09-01-2024 07:00","1725174002","0.555","0.435","0.0015"
"09-01-2024 08:00","1725177601","0.555","0.435","0.0015"
"09-01-2024 09:00","1725181202","0.555","0.435","0.0015"
"09-01-2024 10:00","1725184802","0.555","0.435","0.0015"
"09-01-2024 11:00","1725188402","0.555","0.435","0.0015"
"09-01-2024 12:00","1725192002","0.555","0.435","0.0015"
"09-01-2024 13:00","1725195602","0.555","0.435","0.0015"
"09-01-2024 14:00","1725199202","0.555","0.435","0.0015"
"09-01-2024 15:00","1725202802","0.555","0.435","0.0015"
"09-01-2024 16:00","1725206402","0.555","0.435","0.0015"
"09-01-2024 17:00","1725210002","0.555","0.435","0.0015"
"09-01-2024 18:00","1725213602","0.555","0.435","0.0015"
"09-01-2024 19:00","1725217202","0.555","0.435","0.0015"
"09-01-2024 20:00","1725220802","0.555","0.435","0.0015"
"09-01-2024 21:00","1725224402","0.555","0.435","0.0015"
"09-01-2024 22:00","1725228002","0.555","0.435","0.0015"
"09-01-2024 23:00","1725231601","0.555","0.435","0.0015"
"09-02-2024 00:00","1725235202","0.555","0.435","0.0015"
"09-02-2024 01:00","1725238802","0.555","0.435","0.0015"
"09-02-2024 02:00","1725242402","0.555","0.435","0.0015"
"09-02-2024 03:00","1725246001","0.555","0.435","0.0015"
"09-02-2024 04:00","1725249602","0.555","0.435","0.0015"
"09-02-2024 05:00","1725253202","0.555","0.435","0.0015"
"09-02-2024 06:00","1725256802","0.555","0.435","0.0015"
"09-02-2024 07:00","1725260402","0.555","0.435","0.0015"
"09-02-2024 08:00","1725264002","0.555","0.435","0.0015"
"09-02-2024 09:00","1725267602","0.555","0.435","0.0015"
"09-02-2024 10:00","1725271202","0.555","0.435","0.0015"
"09-02-2024 11:00","1725274802","0.555","0.435","0.0015"
"09-02-2024 12:00","1725278402","0.555","0.435","0.0015"
"09-02-2024 13:00","1725282002","0.555","0.435","0.0015"
"09-02-2024 14:00","1725285602","0.555","0.435","0.0015"
"09-02-2024 15:00","1725289202","0.555","0.425","0.0015"
"09-02-2024 16:00","1725292802","0.555","0.425","0.0015"
"09-02-2024 17:00","1725296402","0.555","0.425","0.0015"
"09-02-2024 18:00","1725300002","0.555","0.425","0.0015"
"09-02-2024 19:00","1725303602","0.555","0.435","0.0015"
"09-02-2024 20:00","1725307202","0.555","0.435","0.0015"
"09-02-2024 21:00","1725310801","0.555","0.435","0.0015"
"09-02-2024 22:00","1725314402","0.555","0.435","0.0015"
"09-02-2024 23:00","1725318002","0.555","0.435","0.0015"
"09-03-2024 00:00","1725321602","0.555","0.435","0.0015"
"09-03-2024 01:00","1725325202","0.555","0.435","0.0015"
"09-03-2024 02:00","1725328802","0.555","0.435","0.0015"
"09-03-2024 03:00","1725332402","0.555","0.435","0.0015"
"09-03-2024 04:00","1725336002","0.555","0.435","0.0015"
"09-03-2024 05:00","1725339602","0.555","0.435","0.0015"
"09-03-2024 06:00","1725343202","0.555","0.435","0.0015"
"09-03-2024 07:00","1725346802","0.555","0.435","0.0015"
"09-03-2024 08:00","1725350402","0.555","0.435","0.0015"
"09-03-2024 09:00","1725354002","0.555","0.435","0.0015"
"09-03-2024 10:00","1725357602","0.555","0.435","0.0015"
"09-03-2024 11:00","1725361202","0.555","0.435","0.0015"
"09-03-2024 12:00","1725364802","0.555","0.435","0.0015"
"09-03-2024 13:00","1725368402","0.555","0.435","0.0015"
"09-03-2024 14:00","1725372002","0.555","0.435","0.0015"
"09-03-2024 15:00","1725375602","0.555","0.435","0.0015"
"09-03-2024 16:00","1725379202","0.555","0.435","0.0015"
"09-03-2024 17:00","1725382802","0.555","0.435","0.0015"
"09-03-2024 18:00","1725386401","0.555","0.435","0.002"
"09-03-2024 19:00","1725390002","0.555","0.435","0.0015"
"09-03-2024 20:00","1725393602","0.555","0.435","0.0015"
"09-03-2024 21:00","1725397202","0.555","0.435","0.0015"
"09-03-2024 22:00","1725400802","0.555","0.435","0.0015"
"09-03-2024 23:00","1725404402","0.555","0.435","0.0015"
"09-04-2024 00:00","1725408002","0.555","0.435","0.0015"
"09-04-2024 01:00","1725411602","0.555","0.435","0.0015"
"09-04-2024 02:00","1725415202","0.555","0.435","0.0015"
"09-04-2024 03:00","1725418802","0.555","0.435","0.0015"
"09-04-2024 04:00","1725422402","0.555","0.435","0.0015"
"09-04-2024 05:00","1725426001","0.555","0.435","0.0015"
"09-04-2024 06:00","1725429602","0.555","0.435","0.0015"
"09-04-2024 07:00","1725433202","0.555","0.425","0.0015"
"09-04-2024 08:00","1725436802","0.555","0.425","0.002"
"09-04-2024 09:00","1725440402","0.555","0.425","0.002"
"09-04-2024 10:00","1725444002","0.555","0.43","0.0025"
"09-04-2024 11:00","1725447602","0.555","0.43","0.0025"
"09-04-2024 12:00","1725451202","0.555","0.43","0.0025"
"09-04-2024 13:00","1725454802","0.555","0.43","0.0025"
"09-04-2024 14:00","1725458402","0.555","0.43","0.0025"
"09-04-2024 15:00","1725462002","0.555","0.43","0.0025"
"09-04-2024 16:00","1725465602","0.555","0.43","0.0025"
"09-04-2024 17:00","1725469202","0.555","0.43","0.002"
"09-04-2024 18:00","1725472802","0.555","0.43","0.002"
"09-04-2024 19:00","1725476402","0.555","0.43","0.002"
"09-04-2024 20:00","1725480002","0.555","0.43","0.002"
"09-04-2024 21:00","1725483602","0.555","0.43","0.002"
"09-04-2024 22:00","1725487202","0.555","0.425","0.002"
"09-04-2024 23:00","1725490802","0.555","0.425","0.002"
"09-05-2024 00:00","1725494402","0.555","0.425","0.002"
"09-05-2024 01:00","1725498002","0.555","0.425","0.002"
"09-05-2024 02:00","1725501602","0.555","0.425","0.002"
"09-05-2024 03:00","1725505202","0.555","0.425","0.002"
"09-05-2024 04:00","1725508802","0.555","0.425","0.002"
"09-05-2024 05:00","1725512402","0.555","0.425","0.002"
"09-05-2024 06:00","1725516002","0.555","0.425","0.002"
"09-05-2024 07:00","1725519603","0.555","0.435","0.002"
"09-05-2024 08:00","1725523202","0.555","0.43","0.002"
"09-05-2024 09:00","1725526802","0.555","0.43","0.002"
"09-05-2024 10:00","1725530402","0.555","0.43","0.002"
"09-05-2024 11:00","1725534003","0.555","0.43","0.002"
"09-05-2024 12:00","1725537602","0.555","0.43","0.002"
"09-05-2024 13:00","1725541202","0.555","0.43","0.002"
"09-05-2024 14:00","1725544803","0.555","0.43","0.002"
"09-05-2024 15:00","1725548402","0.555","0.43","0.002"
"09-05-2024 16:00","1725552002","0.555","0.43","0.002"
"09-05-2024 17:00","1725555602","0.555","0.43","0.002"
"09-05-2024 18:00","1725559202","0.555","0.43","0.002"
"09-05-2024 19:00","1725562801","0.555","0.435","0.002"
"09-05-2024 20:00","1725566402","0.555","0.435","0.002"
"09-05-2024 21:00","1725570002","0.555","0.435","0.002"
"09-05-2024 22:00","1725573602","0.555","0.435","0.002"
"09-05-2024 23:00","1725577202","0.555","0.435","0.002"
"09-06-2024 00:00","1725580802","0.555","0.435","0.002"
"09-06-2024 01:00","1725584402","0.555","0.435","0.002"
"09-06-2024 02:00","1725588002","0.555","0.435","0.002"
"09-06-2024 03:00","1725591602","0.555","0.435","0.002"
"09-06-2024 04:00","1725595202","0.555","0.435","0.002"
"09-06-2024 05:00","1725598802","0.555","0.435","0.002"
"09-06-2024 06:00","1725602402","0.555","0.435","0.002"
"09-06-2024 07:00","1725606002","0.555","0.435","0.002"
"09-06-2024 08:00","1725609602","0.555","0.435","0.002"
"09-06-2024 09:00","1725613202","0.555","0.435","0.0015"
"09-06-2024 10:00","1725616802","0.55","0.435","0.0015"
"09-06-2024 11:00","1725620402","0.55","0.435","0.0025"
"09-06-2024 12:00","1725624002","0.55","0.435","0.0025"
"09-06-2024 13:00","1725627602","0.55","0.435","0.0025"
"09-06-2024 14:00","1725631202","0.55","0.435","0.0025"
"09-06-2024 15:00","1725634802","0.55","0.435","0.0025"
"09-06-2024 16:00","1725638401","0.545","0.435","0.0025"
"09-06-2024 17:00","1725642002","0.55","0.435","0.002"
"09-06-2024 18:00","1725645602","0.55","0.435","0.002"
"09-06-2024 19:00","1725649203","0.55","0.435","0.002"
"09-06-2024 20:00","1725652802","0.55","0.435","0.002"
"09-06-2024 21:00","1725656402","0.555","0.435","0.002"
"09-06-2024 22:00","1725660002","0.555","0.435","0.002"
"09-06-2024 23:00","1725663602","0.555","0.435","0.002"
"09-07-2024 00:00","1725667202","0.555","0.435","0.002"
"09-07-2024 01:00","1725670802","0.555","0.435","0.002"
"09-07-2024 02:00","1725674402","0.555","0.435","0.002"
"09-07-2024 03:00","1725678002","0.555","0.435","0.0015"
"09-07-2024 04:00","1725681602","0.555","0.435","0.0015"
"09-07-2024 05:00","1725685202","0.555","0.435","0.0015"
"09-07-2024 06:00","1725688802","0.555","0.435","0.0015"
"09-07-2024 07:00","1725692402","0.555","0.435","0.0015"
"09-07-2024 08:00","1725696002","0.555","0.435","0.0015"
"09-07-2024 09:00","1725699602","0.555","0.435","0.0015"
"09-07-2024 10:00","1725703202","0.555","0.435","0.0015"
"09-07-2024 11:00","1725706802","0.555","0.435","0.0015"
"09-07-2024 12:00","1725710402","0.555","0.435","0.0015"
"09-07-2024 13:00","1725714002","0.555","0.435","0.0015"
"09-07-2024 14:00","1725717602","0.555","0.435","0.0015"
"09-07-2024 15:00","1725721202","0.555","0.435","0.0015"
"09-07-2024 16:00","1725724802","0.555","0.435","0.0015"
"09-07-2024 17:00","1725728402","0.56","0.435","0.0015"
"09-07-2024 18:00","1725732002","0.56","0.435","0.0015"
"09-07-2024 19:00","1725735602","0.56","0.435","0.0015"
"09-07-2024 20:00","1725739202","0.56","0.435","0.0015"
"09-07-2024 21:00","1725742802","0.56","0.435","0.0015"
"09-07-2024 22:00","1725746402","0.56","0.435","0.0015"
"09-07-2024 23:00","1725750002","0.56","0.435","0.0015"
"09-08-2024 00:00","1725753602","0.56","0.435","0.0015"
"09-08-2024 01:00","1725757201","0.56","0.435","0.0015"
"09-08-2024 02:00","1725760802","0.56","0.435","0.0015"
"09-08-2024 03:00","1725764402","0.56","0.435","0.0015"
"09-08-2024 04:00","1725768002","0.56","0.435","0.0015"
"09-08-2024 05:00","1725771602","0.56","0.435","0.0015"
"09-08-2024 06:00","1725775201","0.56","0.435","0.0015"
"09-08-2024 07:00","1725778802","0.56","0.435","0.0015"
"09-08-2024 08:00","1725782401","0.56","0.435","0.0015"
"09-08-2024 09:00","1725786002","0.56","0.435","0.0015"
"09-08-2024 10:00","1725789602","0.56","0.435","0.0015"
"09-08-2024 11:00","1725793202","0.56","0.435","0.0015"
"09-08-2024 12:00","1725796801","0.56","0.435","0.0015"
"09-08-2024 13:00","1725800402","0.56","0.435","0.0015"
"09-08-2024 14:00","1725804002","0.56","0.435","0.0015"
"09-08-2024 15:00","1725807602","0.56","0.435","0.0015"
"09-08-2024 16:00","1725811202","0.56","0.435","0.0015"
"09-08-2024 17:00","1725814802","0.555","0.435","0.002"
"09-08-2024 18:00","1725818402","0.555","0.435","0.0015"
"09-08-2024 19:00","1725822002","0.555","0.435","0.0015"
"09-08-2024 20:00","1725825602","0.555","0.435","0.0015"
"09-08-2024 21:00","1725829202","0.555","0.435","0.0015"
"09-08-2024 22:00","1725832802","0.555","0.435","0.0015"
"09-08-2024 23:00","1725836402","0.555","0.435","0.0015"
"09-09-2024 00:00","1725840001","0.555","0.435","0.0015"
"09-09-2024 01:00","1725843602","0.555","0.435","0.0015"
"09-09-2024 02:00","1725847202","0.555","0.435","0.0015"
"09-09-2024 03:00","1725850802","0.555","0.435","0.0015"
"09-09-2024 04:00","1725854402","0.555","0.435","0.0015"
"09-09-2024 05:00","1725858002","0.555","0.435","0.0015"
"09-09-2024 06:00","1725861602","0.555","0.435","0.0015"
"09-09-2024 07:00","1725865202","0.56","0.435","0.0015"
"09-09-2024 08:00","1725868802","0.56","0.435","0.0015"
"09-09-2024 09:00","1725872402","0.56","0.435","0.0015"
"09-09-2024 10:00","1725876002","0.56","0.435","0.0015"
"09-09-2024 11:00","1725879602","0.56","0.435","0.0015"
"09-09-2024 12:00","1725883202","0.56","0.435","0.0015"
"09-09-2024 13:00","1725886802","0.56","0.435","0.0015"
"09-09-2024 14:00","1725890403","0.56","0.435","0.0015"
"09-09-2024 15:00","1725894002","0.56","0.435","0.0015"
"09-09-2024 16:00","1725897602","0.56","0.435","0.0015"
"09-09-2024 17:00","1725901202","0.56","0.435","0.0015"
"09-09-2024 18:00","1725904801","0.56","0.435","0.0015"
"09-09-2024 19:00","1725908402","0.56","0.435","0.0015"
"09-09-2024 20:00","1725912002","0.56","0.435","0.0015"
"09-09-2024 21:00","1725915602","0.56","0.435","0.0015"
"09-09-2024 22:00","1725919202","0.56","0.435","0.0015"
"09-09-2024 23:00","1725922802","0.555","0.435","0.0015"
"09-10-2024 00:00","1725926402","0.555","0.435","0.0015"
"09-10-2024 01:00","1725930002","0.555","0.435","0.0015"
"09-10-2024 02:00","1725933602","0.555","0.435","0.0015"
"09-10-2024 03:00","1725937203","0.555","0.435","0.0015"
"09-10-2024 04:00","1725940802","0.555","0.435","0.0015"
"09-10-2024 05:00","1725944402","0.555","0.435","0.0015"
"09-10-2024 06:00","1725948002","0.555","0.435","0.0015"
"09-10-2024 07:00","1725951602","0.555","0.435","0.0015"
"09-10-2024 08:00","1725955202","0.555","0.435","0.0015"
"09-10-2024 09:00","1725958802","0.555","0.435","0.002"
"09-10-2024 10:00","1725962401","0.555","0.435","0.002"
"09-10-2024 11:00","1725966003","0.555","0.435","0.002"
"09-10-2024 12:00","1725969602","0.555","0.435","0.002"
"09-10-2024 13:00","1725973202","0.555","0.435","0.002"
"09-10-2024 14:00","1725976802","0.555","0.435","0.002"
"09-10-2024 15:00","1725980402","0.555","0.435","0.002"
"09-10-2024 16:00","1725984002","0.555","0.435","0.002"
"09-10-2024 17:00","1725987602","0.56","0.435","0.002"
"09-10-2024 18:00","1725991202","0.56","0.435","0.002"
"09-10-2024 19:00","1725994802","0.56","0.435","0.002"
