ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
Webb,11/18/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Pataki,11/18/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Trump,11/18/2016 12:00:00 AM,$0.96,$0.98,$0.96,$0.96,36244
Johnson,11/18/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,10
Stein,11/18/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,13
McMullin,11/18/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kaine,11/18/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,10
Clinton,11/19/2016 12:00:00 AM,$0.02,$0.04,$0.02,$0.02,13705
Rubio,11/19/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,278
Bush,11/19/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Christie ,11/19/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,11/19/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,11/19/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Palin,11/19/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,11/19/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Paul,11/19/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Romney,11/19/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Malley,11/19/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,11/19/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Graham,11/19/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Huckabee,11/19/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cruz,11/19/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Walker,11/19/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,11/19/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Pence,11/19/2016 12:00:00 AM,$0.01,$0.02,$0.01,$0.02,3929
Fiorina,11/19/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Perry,11/19/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Santorum,11/19/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Carson,11/19/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,11/19/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Jindal,11/19/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Chafee,11/19/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Sanders,11/19/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,54
de Blasio,11/19/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Webb,11/19/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Pataki,11/19/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Trump,11/19/2016 12:00:00 AM,$0.96,$0.98,$0.96,$0.97,13557
Johnson,11/19/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,4
Stein,11/19/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
McMullin,11/19/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kaine,11/19/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,11/20/2016 12:00:00 AM,$0.02,$0.03,$0.02,$0.02,10388
Rubio,11/20/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,10
Bush,11/20/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Christie ,11/20/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,11/20/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,11/20/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Palin,11/20/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,11/20/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Paul,11/20/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Romney,11/20/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Malley,11/20/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,11/20/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Graham,11/20/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Huckabee,11/20/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cruz,11/20/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Walker,11/20/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,11/20/2016 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,8050
Pence,11/20/2016 12:00:00 AM,$0.02,$0.02,$0.01,$0.02,1383
Fiorina,11/20/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Perry,11/20/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Santorum,11/20/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Carson,11/20/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,11/20/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Jindal,11/20/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Chafee,11/20/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Sanders,11/20/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
de Blasio,11/20/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Webb,11/20/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Pataki,11/20/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Trump,11/20/2016 12:00:00 AM,$0.97,$0.98,$0.96,$0.98,32588
Johnson,11/20/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Stein,11/20/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
McMullin,11/20/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kaine,11/20/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,11/21/2016 12:00:00 AM,$0.02,$0.03,$0.02,$0.02,12676
Rubio,11/21/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bush,11/21/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Christie ,11/21/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,11/21/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,11/21/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Palin,11/21/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,11/21/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Paul,11/21/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Romney,11/21/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Malley,11/21/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,11/21/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Graham,11/21/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Huckabee,11/21/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,100
Cruz,11/21/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Walker,11/21/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,11/21/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Pence,11/21/2016 12:00:00 AM,$0.02,$0.02,$0.01,$0.01,4380
Fiorina,11/21/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Perry,11/21/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Santorum,11/21/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Carson,11/21/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,11/21/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Jindal,11/21/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Chafee,11/21/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Sanders,11/21/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1414
de Blasio,11/21/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Webb,11/21/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Pataki,11/21/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Trump,11/21/2016 12:00:00 AM,$0.98,$0.98,$0.96,$0.97,17803
Johnson,11/21/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Stein,11/21/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
McMullin,11/21/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kaine,11/21/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,11/22/2016 12:00:00 AM,$0.02,$0.07,$0.02,$0.03,33299
Rubio,11/22/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bush,11/22/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Christie ,11/22/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,11/22/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,874
Bloomberg,11/22/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Palin,11/22/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,11/22/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Paul,11/22/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Romney,11/22/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Malley,11/22/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,11/22/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Graham,11/22/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Huckabee,11/22/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cruz,11/22/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,342
Walker,11/22/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,11/22/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Pence,11/22/2016 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,1446
Fiorina,11/22/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Perry,11/22/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Santorum,11/22/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Carson,11/22/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,11/22/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,100
Jindal,11/22/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Chafee,11/22/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Sanders,11/22/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,469
de Blasio,11/22/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Webb,11/22/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Pataki,11/22/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Trump,11/22/2016 12:00:00 AM,$0.97,$0.98,$0.96,$0.96,21949
Johnson,11/22/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Stein,11/22/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
McMullin,11/22/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kaine,11/22/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,11/23/2016 12:00:00 AM,$0.03,$0.18,$0.02,$0.04,22526
Rubio,11/23/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bush,11/23/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Christie ,11/23/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,11/23/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,11/23/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Palin,11/23/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,11/23/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Paul,11/23/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Romney,11/23/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Malley,11/23/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,11/23/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Graham,11/23/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Huckabee,11/23/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cruz,11/23/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,100
Walker,11/23/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,11/23/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Pence,11/23/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,251
Fiorina,11/23/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Perry,11/23/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Santorum,11/23/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Carson,11/23/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,11/23/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Jindal,11/23/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Chafee,11/23/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Sanders,11/23/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,7026
de Blasio,11/23/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Webb,11/23/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Pataki,11/23/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Trump,11/23/2016 12:00:00 AM,$0.96,$0.97,$0.94,$0.96,19970
Johnson,11/23/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Stein,11/23/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
McMullin,11/23/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kaine,11/23/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,11/24/2016 12:00:00 AM,$0.04,$0.05,$0.03,$0.05,9827
Rubio,11/24/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,858
Bush,11/24/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Christie ,11/24/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,11/24/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,858
Bloomberg,11/24/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Palin,11/24/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,11/24/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Paul,11/24/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Romney,11/24/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,858
O'Malley,11/24/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,11/24/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Graham,11/24/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Huckabee,11/24/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,100
Cruz,11/24/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Walker,11/24/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,11/24/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Pence,11/24/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,858
Fiorina,11/24/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Perry,11/24/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Santorum,11/24/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Carson,11/24/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,858
Ryan,11/24/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,500
Jindal,11/24/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Chafee,11/24/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Sanders,11/24/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,868
de Blasio,11/24/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Webb,11/24/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Pataki,11/24/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Trump,11/24/2016 12:00:00 AM,$0.96,$0.97,$0.95,$0.95,12802
Johnson,11/24/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,826
Stein,11/24/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
McMullin,11/24/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kaine,11/24/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,858
Clinton,11/25/2016 12:00:00 AM,$0.05,$0.05,$0.02,$0.03,40973
Rubio,11/25/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,863
Bush,11/25/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Christie ,11/25/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,11/25/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1692
Bloomberg,11/25/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Palin,11/25/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,11/25/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Paul,11/25/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Romney,11/25/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1000
O'Malley,11/25/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,11/25/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Graham,11/25/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Huckabee,11/25/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cruz,11/25/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Walker,11/25/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,11/25/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1000
Pence,11/25/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,5206
Fiorina,11/25/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Perry,11/25/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Santorum,11/25/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Carson,11/25/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,700
Ryan,11/25/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Jindal,11/25/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Chafee,11/25/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Sanders,11/25/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1908
de Blasio,11/25/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Webb,11/25/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Pataki,11/25/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Trump,11/25/2016 12:00:00 AM,$0.95,$0.96,$0.93,$0.95,23584
Johnson,11/25/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1658
Stein,11/25/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
McMullin,11/25/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,858
Kaine,11/25/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,753
Clinton,11/26/2016 12:00:00 AM,$0.03,$0.12,$0.02,$0.09,35497
Rubio,11/26/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bush,11/26/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Christie ,11/26/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,11/26/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,364
Bloomberg,11/26/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Palin,11/26/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,11/26/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Paul,11/26/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Romney,11/26/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Malley,11/26/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,11/26/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Graham,11/26/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Huckabee,11/26/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cruz,11/26/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,69
Walker,11/26/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,11/26/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Pence,11/26/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1989
Fiorina,11/26/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Perry,11/26/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Santorum,11/26/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Carson,11/26/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,360
Ryan,11/26/2016 12:00:00 AM,$0.01,$0.02,$0.01,$0.02,21013
Jindal,11/26/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Chafee,11/26/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Sanders,11/26/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,491
de Blasio,11/26/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Webb,11/26/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Pataki,11/26/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Trump,11/26/2016 12:00:00 AM,$0.95,$0.96,$0.75,$0.90,24176
Johnson,11/26/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,362
Stein,11/26/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
McMullin,11/26/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kaine,11/26/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,362
Clinton,11/27/2016 12:00:00 AM,$0.09,$0.09,$0.04,$0.06,23991
Rubio,11/27/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bush,11/27/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Christie ,11/27/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,11/27/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,11/27/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Palin,11/27/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,11/27/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Paul,11/27/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Romney,11/27/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Malley,11/27/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,11/27/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Graham,11/27/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Huckabee,11/27/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cruz,11/27/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Walker,11/27/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,11/27/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Pence,11/27/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,71
Fiorina,11/27/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Perry,11/27/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Santorum,11/27/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Carson,11/27/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,11/27/2016 12:00:00 AM,$0.02,$0.05,$0.01,$0.01,17741
Jindal,11/27/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Chafee,11/27/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Sanders,11/27/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
de Blasio,11/27/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Webb,11/27/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Pataki,11/27/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Trump,11/27/2016 12:00:00 AM,$0.90,$0.95,$0.88,$0.93,21357
Johnson,11/27/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Stein,11/27/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
McMullin,11/27/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kaine,11/27/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,11/28/2016 12:00:00 AM,$0.06,$0.06,$0.03,$0.04,47305
Rubio,11/28/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bush,11/28/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Christie ,11/28/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,11/28/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,11/28/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Palin,11/28/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,11/28/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Paul,11/28/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Romney,11/28/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Malley,11/28/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,11/28/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
