ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
Romney,11/9/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,11865
O'Malley,11/9/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,11/9/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Graham,11/9/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Huckabee,11/9/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cruz,11/9/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,16899
Walker,11/9/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,858
Kasich,11/9/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,3339
Pence,11/9/2016 12:00:00 AM,$0.01,$0.03,$0.01,$0.01,46715
Fiorina,11/9/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,10
Perry,11/9/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Santorum,11/9/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Carson,11/9/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2824
Ryan,11/9/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,11279
Jindal,11/9/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Chafee,11/9/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Sanders,11/9/2016 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,12639
de Blasio,11/9/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Webb,11/9/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Pataki,11/9/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Trump,11/9/2016 12:00:00 AM,$0.98,$0.99,$0.86,$0.98,549584
Johnson,11/9/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,4850
Stein,11/9/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,25
McMullin,11/9/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2759
Kaine,11/9/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2945
Clinton,11/10/2016 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,157760
Rubio,11/10/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2738
Bush,11/10/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,710
Christie ,11/10/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,649
Biden,11/10/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,4521
Bloomberg,11/10/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,743
Palin,11/10/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,11/10/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2438
Paul,11/10/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,175
Romney,11/10/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1133
O'Malley,11/10/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,500
Brown,11/10/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Graham,11/10/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Huckabee,11/10/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cruz,11/10/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1882
Walker,11/10/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1000
Kasich,11/10/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1347
Pence,11/10/2016 12:00:00 AM,$0.01,$0.03,$0.01,$0.02,31871
Fiorina,11/10/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Perry,11/10/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Santorum,11/10/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Carson,11/10/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1361
Ryan,11/10/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2423
Jindal,11/10/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Chafee,11/10/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Sanders,11/10/2016 12:00:00 AM,$0.01,$0.02,$0.01,$0.02,10165
de Blasio,11/10/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Webb,11/10/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Pataki,11/10/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Trump,11/10/2016 12:00:00 AM,$0.98,$0.99,$0.88,$0.98,167008
Johnson,11/10/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,4439
Stein,11/10/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1147
McMullin,11/10/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2578
Kaine,11/10/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,4359
Clinton,11/11/2016 12:00:00 AM,$0.01,$0.02,$0.01,$0.02,61330
Rubio,11/11/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2
Bush,11/11/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Christie ,11/11/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,11/11/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,3688
Bloomberg,11/11/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,4
Palin,11/11/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,11/11/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Paul,11/11/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Romney,11/11/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
O'Malley,11/11/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,11/11/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Graham,11/11/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Huckabee,11/11/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cruz,11/11/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Walker,11/11/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,11/11/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,11
Pence,11/11/2016 12:00:00 AM,$0.02,$0.02,$0.01,$0.01,9658
Fiorina,11/11/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Perry,11/11/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Santorum,11/11/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Carson,11/11/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,858
Ryan,11/11/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,15651
Jindal,11/11/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Chafee,11/11/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Sanders,11/11/2016 12:00:00 AM,$0.02,$0.02,$0.01,$0.01,4112
de Blasio,11/11/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Webb,11/11/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Pataki,11/11/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Trump,11/11/2016 12:00:00 AM,$0.98,$0.98,$0.96,$0.96,74495
Johnson,11/11/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2769
Stein,11/11/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,858
McMullin,11/11/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kaine,11/11/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1716
Clinton,11/12/2016 12:00:00 AM,$0.02,$0.03,$0.01,$0.01,103707
Rubio,11/12/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,501
Bush,11/12/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Christie ,11/12/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,100
Biden,11/12/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2910
Bloomberg,11/12/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Palin,11/12/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,11/12/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Paul,11/12/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Romney,11/12/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,891
O'Malley,11/12/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,11/12/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Graham,11/12/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Huckabee,11/12/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cruz,11/12/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,868
Walker,11/12/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,11/12/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,859
Pence,11/12/2016 12:00:00 AM,$0.01,$0.03,$0.01,$0.02,34496
Fiorina,11/12/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Perry,11/12/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Santorum,11/12/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Carson,11/12/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,381
Ryan,11/12/2016 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,2600
Jindal,11/12/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Chafee,11/12/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Sanders,11/12/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,4506
de Blasio,11/12/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Webb,11/12/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Pataki,11/12/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Trump,11/12/2016 12:00:00 AM,$0.96,$0.98,$0.96,$0.96,53931
Johnson,11/12/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,3602
Stein,11/12/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1716
McMullin,11/12/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kaine,11/12/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,124
Clinton,11/13/2016 12:00:00 AM,$0.01,$0.03,$0.01,$0.02,22184
Rubio,11/13/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2
Bush,11/13/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Christie ,11/13/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,11/13/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1744
Bloomberg,11/13/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Palin,11/13/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,11/13/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Paul,11/13/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Romney,11/13/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2
O'Malley,11/13/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,11/13/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Graham,11/13/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Huckabee,11/13/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cruz,11/13/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,78
Walker,11/13/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,11/13/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2
Pence,11/13/2016 12:00:00 AM,$0.02,$0.03,$0.01,$0.01,20830
Fiorina,11/13/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Perry,11/13/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Santorum,11/13/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Carson,11/13/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1717
Ryan,11/13/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2272
Jindal,11/13/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Chafee,11/13/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Sanders,11/13/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2941
de Blasio,11/13/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Webb,11/13/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Pataki,11/13/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Trump,11/13/2016 12:00:00 AM,$0.96,$0.97,$0.96,$0.97,29773
Johnson,11/13/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,867
Stein,11/13/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,425
McMullin,11/13/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kaine,11/13/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,867
Clinton,11/14/2016 12:00:00 AM,$0.02,$0.03,$0.01,$0.02,81707
Rubio,11/14/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Bush,11/14/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Christie ,11/14/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,11/14/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,48
Bloomberg,11/14/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Palin,11/14/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,11/14/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Paul,11/14/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Romney,11/14/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Malley,11/14/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,11/14/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Graham,11/14/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Huckabee,11/14/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cruz,11/14/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Walker,11/14/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,11/14/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,75
Pence,11/14/2016 12:00:00 AM,$0.01,$0.03,$0.01,$0.01,7298
Fiorina,11/14/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Perry,11/14/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Santorum,11/14/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Carson,11/14/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,59
Ryan,11/14/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,3202
Jindal,11/14/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Chafee,11/14/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Sanders,11/14/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2485
de Blasio,11/14/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Webb,11/14/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Pataki,11/14/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Trump,11/14/2016 12:00:00 AM,$0.97,$0.97,$0.96,$0.97,47093
Johnson,11/14/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,14
Stein,11/14/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
McMullin,11/14/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,100
Kaine,11/14/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,12
Clinton,11/15/2016 12:00:00 AM,$0.02,$0.03,$0.01,$0.02,30417
Rubio,11/15/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,150
Bush,11/15/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Christie ,11/15/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,11/15/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1785
Bloomberg,11/15/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Palin,11/15/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,11/15/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Paul,11/15/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Romney,11/15/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Malley,11/15/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,11/15/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Graham,11/15/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Huckabee,11/15/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,100
Cruz,11/15/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,867
Walker,11/15/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,11/15/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,858
Pence,11/15/2016 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,8146
Fiorina,11/15/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Perry,11/15/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Santorum,11/15/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Carson,11/15/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,11/15/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1725
Jindal,11/15/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Chafee,11/15/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Sanders,11/15/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1925
de Blasio,11/15/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Webb,11/15/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Pataki,11/15/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Trump,11/15/2016 12:00:00 AM,$0.97,$0.97,$0.96,$0.97,50045
Johnson,11/15/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1448
Stein,11/15/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
McMullin,11/15/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kaine,11/15/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,8
Clinton,11/16/2016 12:00:00 AM,$0.02,$0.05,$0.01,$0.02,62427
Rubio,11/16/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1742
Bush,11/16/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1108
Christie ,11/16/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,11/16/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1747
Bloomberg,11/16/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,875
Palin,11/16/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,11/16/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1716
Paul,11/16/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Romney,11/16/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1719
O'Malley,11/16/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,11/16/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Graham,11/16/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Huckabee,11/16/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cruz,11/16/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1830
Walker,11/16/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,849
Kasich,11/16/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,6745
Pence,11/16/2016 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,36730
Fiorina,11/16/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Perry,11/16/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Santorum,11/16/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Carson,11/16/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1716
Ryan,11/16/2016 12:00:00 AM,$0.01,$0.02,$0.01,$0.02,2060
Jindal,11/16/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Chafee,11/16/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Sanders,11/16/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2198
de Blasio,11/16/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Webb,11/16/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Pataki,11/16/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Trump,11/16/2016 12:00:00 AM,$0.97,$0.97,$0.95,$0.95,42301
Johnson,11/16/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2080
Stein,11/16/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,858
McMullin,11/16/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,858
Kaine,11/16/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1737
Clinton,11/17/2016 12:00:00 AM,$0.02,$0.03,$0.01,$0.02,41316
Rubio,11/17/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bush,11/17/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Christie ,11/17/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,11/17/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,11/17/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Palin,11/17/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,11/17/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Paul,11/17/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Romney,11/17/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Malley,11/17/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,11/17/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Graham,11/17/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Huckabee,11/17/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cruz,11/17/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Walker,11/17/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,11/17/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,50
Pence,11/17/2016 12:00:00 AM,$0.01,$0.02,$0.01,$0.02,16433
Fiorina,11/17/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Perry,11/17/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Santorum,11/17/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Carson,11/17/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,11/17/2016 12:00:00 AM,$0.02,$0.02,$0.01,$0.01,10
Jindal,11/17/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Chafee,11/17/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Sanders,11/17/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,921
de Blasio,11/17/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Webb,11/17/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Pataki,11/17/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Trump,11/17/2016 12:00:00 AM,$0.95,$0.97,$0.95,$0.96,67893
Johnson,11/17/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,7
Stein,11/17/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
McMullin,11/17/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kaine,11/17/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,11/18/2016 12:00:00 AM,$0.02,$0.03,$0.01,$0.02,24280
Rubio,11/18/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,10
Bush,11/18/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Christie ,11/18/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,11/18/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,10
Bloomberg,11/18/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Palin,11/18/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,11/18/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,14
Paul,11/18/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Romney,11/18/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,10
O'Malley,11/18/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,11/18/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Graham,11/18/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Huckabee,11/18/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cruz,11/18/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,10
Walker,11/18/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,10
Kasich,11/18/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,10
Pence,11/18/2016 12:00:00 AM,$0.02,$0.02,$0.01,$0.01,4909
Fiorina,11/18/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Perry,11/18/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Santorum,11/18/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Carson,11/18/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,10
Ryan,11/18/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,10
Jindal,11/18/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Chafee,11/18/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Sanders,11/18/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,50
de Blasio,11/18/2016 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
