ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
Gillibrand,10/2/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,10/2/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,21
Cuban,10/2/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,10/2/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,10/2/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,50
Haley,10/2/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,179922
Ryan,10/2/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,10/2/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,50
Brown,10/2/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,10/2/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,201
Yang,10/2/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1007
Buttigieg,10/2/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,55
Gabbard,10/2/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,10/2/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,91068
Steyer,10/2/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Jorgensen,10/2/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1101
West,10/2/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2100
Hawkins,10/2/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,100
Harris,10/3/2020 12:00:00 AM,$0.04,$0.05,$0.03,$0.04,97099
Warren,10/3/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Booker,10/3/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,10/3/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,10/3/2020 12:00:00 AM,$0.64,$0.66,$0.63,$0.63,117949
Sanders,10/3/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,105
Pence,10/3/2020 12:00:00 AM,$0.05,$0.07,$0.03,$0.04,321636
Trump,10/3/2020 12:00:00 AM,$0.37,$0.40,$0.36,$0.40,192206
Gillibrand,10/3/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,10/3/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,10/3/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,10/3/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,10/3/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Haley,10/3/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,630
Ryan,10/3/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,10/3/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,10/3/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,10/3/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Yang,10/3/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,25
Buttigieg,10/3/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Gabbard,10/3/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,10/3/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,13705
Steyer,10/3/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Jorgensen,10/3/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,10
West,10/3/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Hawkins,10/3/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,28
Harris,10/4/2020 12:00:00 AM,$0.04,$0.06,$0.03,$0.04,109324
Warren,10/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Booker,10/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,10/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,10/4/2020 12:00:00 AM,$0.63,$0.65,$0.63,$0.64,113515
Sanders,10/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,20023
Pence,10/4/2020 12:00:00 AM,$0.04,$0.05,$0.03,$0.05,147995
Trump,10/4/2020 12:00:00 AM,$0.40,$0.40,$0.37,$0.39,152239
Gillibrand,10/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,10/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Cuban,10/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,10/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,10/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Haley,10/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,10/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,10/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,10/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,10/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Yang,10/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,20
Buttigieg,10/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Gabbard,10/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,10/4/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,19573
Steyer,10/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Jorgensen,10/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
West,10/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Hawkins,10/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Harris,10/5/2020 12:00:00 AM,$0.04,$0.04,$0.03,$0.04,27149
Warren,10/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Booker,10/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,10/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,10/5/2020 12:00:00 AM,$0.64,$0.65,$0.62,$0.63,154355
Sanders,10/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,111
Pence,10/5/2020 12:00:00 AM,$0.05,$0.05,$0.02,$0.04,251307
Trump,10/5/2020 12:00:00 AM,$0.39,$0.41,$0.38,$0.40,185648
Gillibrand,10/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Cuomo,10/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,10/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,10/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,10/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Haley,10/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,10/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,10/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,10/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,10/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Yang,10/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Buttigieg,10/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Gabbard,10/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,10/5/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,12570
Steyer,10/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Jorgensen,10/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,101
West,10/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Hawkins,10/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Harris,10/6/2020 12:00:00 AM,$0.04,$0.04,$0.02,$0.03,20409
Warren,10/6/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Booker,10/6/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,10/6/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,10/6/2020 12:00:00 AM,$0.63,$0.68,$0.63,$0.66,196359
Sanders,10/6/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,37
Pence,10/6/2020 12:00:00 AM,$0.04,$0.04,$0.02,$0.03,85765
Trump,10/6/2020 12:00:00 AM,$0.40,$0.40,$0.36,$0.37,238313
Gillibrand,10/6/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,10/6/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,10/6/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,10/6/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,10/6/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Haley,10/6/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,119
Ryan,10/6/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,10/6/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,10/6/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,10/6/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Yang,10/6/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Buttigieg,10/6/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,8
Gabbard,10/6/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,10/6/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,29797
Steyer,10/6/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Jorgensen,10/6/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
West,10/6/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Hawkins,10/6/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Harris,10/7/2020 12:00:00 AM,$0.03,$0.03,$0.02,$0.02,38199
Warren,10/7/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Booker,10/7/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,10/7/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,10/7/2020 12:00:00 AM,$0.66,$0.69,$0.66,$0.67,156813
Sanders,10/7/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1289
Pence,10/7/2020 12:00:00 AM,$0.03,$0.03,$0.02,$0.02,50188
Trump,10/7/2020 12:00:00 AM,$0.37,$0.38,$0.35,$0.37,218051
Gillibrand,10/7/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,10/7/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,10/7/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,10/7/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Klobuchar,10/7/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Haley,10/7/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,125
Ryan,10/7/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,10/7/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,10/7/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,10/7/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Yang,10/7/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Buttigieg,10/7/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,138
Gabbard,10/7/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,10/7/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,16462
Steyer,10/7/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Jorgensen,10/7/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
West,10/7/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Hawkins,10/7/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Harris,10/8/2020 12:00:00 AM,$0.02,$0.03,$0.02,$0.02,24062
Warren,10/8/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Booker,10/8/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,10/8/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,10/8/2020 12:00:00 AM,$0.67,$0.68,$0.66,$0.67,125881
Sanders,10/8/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2001
Pence,10/8/2020 12:00:00 AM,$0.02,$0.03,$0.02,$0.02,144493
Trump,10/8/2020 12:00:00 AM,$0.37,$0.38,$0.36,$0.37,155008
Gillibrand,10/8/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,10/8/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,10/8/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,10/8/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,10/8/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Haley,10/8/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,10/8/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,10/8/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,10/8/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,10/8/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1021
Yang,10/8/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Buttigieg,10/8/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Gabbard,10/8/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,10/8/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,110400
Steyer,10/8/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Jorgensen,10/8/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1000
West,10/8/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2
Hawkins,10/8/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Harris,10/9/2020 12:00:00 AM,$0.02,$0.03,$0.01,$0.02,52174
Warren,10/9/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2
Booker,10/9/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Kasich,10/9/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Biden,10/9/2020 12:00:00 AM,$0.67,$0.68,$0.67,$0.68,123988
Sanders,10/9/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1219
Pence,10/9/2020 12:00:00 AM,$0.02,$0.03,$0.02,$0.02,66450
Trump,10/9/2020 12:00:00 AM,$0.37,$0.38,$0.36,$0.37,154305
Gillibrand,10/9/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Cuomo,10/9/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,10/9/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,10/9/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Klobuchar,10/9/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Haley,10/9/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Ryan,10/9/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
O'Rourke,10/9/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Brown,10/9/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Bloomberg,10/9/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Yang,10/9/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,33
Buttigieg,10/9/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,25
Gabbard,10/9/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,10/9/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1240
Steyer,10/9/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Jorgensen,10/9/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
West,10/9/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Hawkins,10/9/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,38
Harris,10/10/2020 12:00:00 AM,$0.02,$0.02,$0.01,$0.01,16525
Warren,10/10/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,883
Booker,10/10/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Kasich,10/10/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,10/10/2020 12:00:00 AM,$0.68,$0.68,$0.65,$0.65,139746
Sanders,10/10/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,858
Pence,10/10/2020 12:00:00 AM,$0.02,$0.03,$0.01,$0.02,81617
Trump,10/10/2020 12:00:00 AM,$0.37,$0.41,$0.37,$0.40,280221
Gillibrand,10/10/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,10/10/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,859
Cuban,10/10/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,10/10/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,10/10/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Haley,10/10/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,858
Ryan,10/10/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,10/10/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,10/10/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,10/10/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Yang,10/10/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Buttigieg,10/10/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Gabbard,10/10/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,10/10/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,909
Steyer,10/10/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Jorgensen,10/10/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
West,10/10/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,867
Hawkins,10/10/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Harris,10/11/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,6893
Warren,10/11/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,6
Booker,10/11/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,5
Kasich,10/11/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,10
Biden,10/11/2020 12:00:00 AM,$0.65,$0.67,$0.65,$0.67,123644
Sanders,10/11/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,18
Pence,10/11/2020 12:00:00 AM,$0.02,$0.03,$0.01,$0.02,22746
Trump,10/11/2020 12:00:00 AM,$0.40,$0.41,$0.38,$0.39,227060
Gillibrand,10/11/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,5
Cuomo,10/11/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,10/11/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,10/11/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,10/11/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,6
Haley,10/11/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,5000
Ryan,10/11/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,10/11/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,10/11/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,10/11/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Yang,10/11/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,4
Buttigieg,10/11/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Gabbard,10/11/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,10/11/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,112
Steyer,10/11/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Jorgensen,10/11/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,15
West,10/11/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Hawkins,10/11/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Harris,10/12/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.02,9536
Warren,10/12/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Booker,10/12/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,10/12/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,10/12/2020 12:00:00 AM,$0.67,$0.67,$0.64,$0.65,156854
Sanders,10/12/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Pence,10/12/2020 12:00:00 AM,$0.02,$0.02,$0.01,$0.02,27183
Trump,10/12/2020 12:00:00 AM,$0.39,$0.41,$0.38,$0.40,230580
Gillibrand,10/12/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,10/12/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,10/12/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,10/12/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,10/12/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Haley,10/12/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,10/12/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,10/12/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Brown,10/12/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,10/12/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Yang,10/12/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Buttigieg,10/12/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,100
Gabbard,10/12/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,10/12/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,13761
Steyer,10/12/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Jorgensen,10/12/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,10
West,10/12/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,138
Hawkins,10/12/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Harris,10/13/2020 12:00:00 AM,$0.02,$0.02,$0.01,$0.01,24697
Warren,10/13/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,33
Booker,10/13/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,10/13/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,10/13/2020 12:00:00 AM,$0.65,$0.66,$0.64,$0.66,128121
Sanders,10/13/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,77
Pence,10/13/2020 12:00:00 AM,$0.02,$0.02,$0.01,$0.01,20548
Trump,10/13/2020 12:00:00 AM,$0.40,$0.41,$0.39,$0.39,199533
Gillibrand,10/13/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,10/13/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,10/13/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,10/13/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,10/13/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,25
Haley,10/13/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,10/13/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,10/13/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Brown,10/13/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,10/13/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,25
Yang,10/13/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,25
Buttigieg,10/13/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Gabbard,10/13/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,10/13/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,100
Steyer,10/13/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Jorgensen,10/13/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2
West,10/13/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Hawkins,10/13/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Harris,10/14/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.02,115030
Warren,10/14/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,4
Booker,10/14/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,10/14/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,10/14/2020 12:00:00 AM,$0.66,$0.66,$0.65,$0.65,136091
Sanders,10/14/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,90
Pence,10/14/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,64996
Trump,10/14/2020 12:00:00 AM,$0.39,$0.40,$0.38,$0.40,219708
Gillibrand,10/14/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,10/14/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,10/14/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,10/14/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,10/14/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Haley,10/14/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,10/14/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,10/14/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,10/14/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
